1139:377:4:"2000-11-22 08:29:17"
1948:3755:5:"2000-11-20 05:42:23"
4261:616:4:"2000-08-03 14:25:50"
583:277:4:"2000-12-04 20:28:35"
1604:1210:4:"2000-11-20 15:33:12"
6008:2058:5:"2000-04-27 00:47:46"
5948:3168:5:"2000-05-01 17:02:06"
655:1649:3:"2000-12-01 22:28:13"
696:1965:4:"2000-11-30 06:38:19"
5831:1213:5:"2000-05-09 17:58:26"
2498:1283:4:"2000-11-13 05:29:06"
6000:1876:3:"2000-04-28 02:36:39"
725:25:3:"2000-12-12 17:12:18"
5620:3706:2:"2000-05-23 22:21:46"
3651:780:2:"2000-08-16 23:20:01"
1317:1223:4:"2000-11-26 06:21:23"
5516:2359:5:"2000-05-30 18:10:53"
1369:1042:4:"2000-11-23 18:23:52"
615:1580:4:"2000-12-05 02:09:41"
249:2640:2:"2000-12-13 18:43:30"
2946:2427:3:"2000-12-03 08:36:39"
1897:2022:4:"2002-02-20 21:26:00"
4745:2263:5:"2000-07-10 18:59:03"
1880:175:4:"2000-11-20 08:16:38"
2847:1304:3:"2000-10-26 01:28:02"
5729:328:4:"2000-05-16 06:46:06"
225:3099:3:"2000-12-14 23:29:36"
12:593:5:"2000-12-31 00:49:53"
4251:2502:3:"2000-08-03 15:16:20"
4062:1653:4:"2000-08-05 15:13:16"
1099:288:3:"2000-11-22 21:54:53"
238:2738:3:"2000-12-14 05:08:14"
4378:490:2:"2000-08-02 02:54:06"
4258:2485:2:"2001-01-23 19:58:12"
4326:62:2:"2000-08-02 21:50:22"
1794:1892:2:"2000-11-20 08:44:41"
869:231:5:"2001-09-01 22:34:05"
587:1091:3:"2000-12-10 07:49:59"
4289:2241:5:"2000-08-03 06:03:13"
5643:2245:5:"2000-05-21 08:50:09"
5629:1304:5:"2000-05-22 21:32:42"
2261:2707:4:"2000-11-18 22:56:12"
5264:2762:5:"2000-06-16 21:09:24"
1261:2713:3:"2000-11-21 16:59:21"
1587:2268:3:"2000-11-20 17:40:14"
4140:1395:3:"2000-08-04 04:03:00"
3014:3915:4:"2000-10-09 00:13:17"
3823:522:3:"2000-08-11 00:03:37"
204:216:3:"2000-12-29 01:34:52"
199:295:4:"2000-12-16 15:51:15"
4345:2065:4:"2000-08-15 18:08:16"
752:1841:1:"2000-11-29 02:11:07"
5927:2721:4:"2000-05-16 23:33:50"
2909:2371:4:"2000-10-18 17:43:15"
5824:2399:2:"2000-05-09 21:26:24"
2118:1297:5:"2000-11-21 22:41:30"
2777:3578:4:"2000-11-01 04:25:14"
5184:1694:4:"2000-06-23 06:37:36"
4615:731:3:"2000-07-23 00:56:55"
5345:587:3:"2000-06-10 23:36:00"
165:2529:5:"2000-12-19 05:17:58"
935:1233:5:"2000-12-13 01:46:41"
5811:1500:2:"2000-05-10 08:54:16"
1020:1945:4:"2002-01-19 02:33:57"
4305:3918:3:"2000-09-27 05:04:13"
1886:2454:4:"2000-11-20 04:55:09"
2589:3798:2:"2000-11-10 14:52:46"
3255:1485:4:"2000-09-07 00:14:47"
4384:450:5:"2000-08-02 01:42:40"
2192:1275:5:"2000-11-19 05:18:22"
729:2167:1:"2000-11-29 16:55:30"
5428:39:4:"2000-06-04 03:49:15"
3539:1971:3:"2000-08-23 09:52:54"
4408:2781:2:"2000-08-01 22:44:25"
5826:593:5:"2000-05-09 20:21:38"
5555:3082:3:"2000-05-27 22:38:17"
4351:592:5:"2000-08-05 03:26:56"
2678:3793:5:"2000-11-05 03:55:51"
5580:1393:3:"2000-05-25 22:53:27"
5706:3608:4:"2000-05-17 04:25:46"
2456:1091:2:"2000-11-14 07:23:07"
3850:356:4:"2000-08-10 06:19:07"
4139:1722:3:"2000-08-04 02:39:00"
3799:2642:3:"2000-08-11 17:00:36"
2451:1127:4:"2000-11-17 13:08:40"
5954:1256:5:"2000-05-07 00:42:39"
549:2201:4:"2000-12-06 18:01:24"
660:60:2:"2000-12-01 19:34:06"
2078:104:3:"2000-11-19 19:19:14"
3525:110:4:"2000-08-22 22:58:46"
5795:2160:4:"2000-05-12 18:40:22"
1689:2628:3:"2000-11-20 09:35:48"
4386:3703:5:"2000-08-02 17:13:14"
3237:296:5:"2000-09-07 22:52:17"
6016:1269:2:"2000-04-26 22:15:15"
5604:613:3:"2000-06-03 05:25:36"
4005:2573:3:"2000-08-06 12:59:29"
4085:3916:4:"2001-05-27 21:29:12"
550:3354:3:"2000-12-07 05:17:24"
2737:2407:3:"2000-11-03 06:09:15"
272:1287:5:"2000-12-13 09:05:47"
3683:1206:4:"2000-08-15 18:08:20"
4212:1388:3:"2000-08-03 18:39:27"
2810:1302:3:"2000-10-29 04:58:20"
1067:1230:4:"2000-11-23 05:09:36"
3529:1580:4:"2000-08-22 01:05:07"
4676:2395:4:"2000-07-16 07:22:14"
2109:253:4:"2000-11-19 20:08:39"
1605:1680:5:"2000-11-22 22:19:32"
2996:2133:3:"2000-10-28 04:38:18"
2886:20:4:"2000-10-21 20:00:49"
3519:111:2:"2000-09-26 21:40:43"
1609:2424:4:"2000-11-20 18:35:40"
4336:410:2:"2000-08-02 19:38:28"
3272:1589:3:"2000-09-07 00:49:41"
1875:1088:4:"2000-12-02 15:53:20"
439:3286:2:"2000-12-08 22:27:14"
1698:1673:2:"2000-11-20 09:25:27"
4611:3249:2:"2000-07-21 06:29:13"
4541:2078:2:"2000-07-27 17:49:39"
5738:2640:3:"2000-05-15 20:56:09"
4933:417:4:"2000-07-03 21:18:10"
2344:610:5:"2000-11-16 23:32:48"
2605:1339:4:"2000-11-09 06:32:44"
3841:647:4:"2000-08-11 14:55:21"
5220:1527:4:"2000-06-21 02:13:48"
5995:1617:4:"2000-04-27 19:32:58"
4526:1785:3:"2000-07-28 20:14:59"
5003:780:5:"2000-07-03 04:34:09"
3083:3250:5:"2000-09-24 04:46:37"
1019:252:2:"2002-12-04 17:41:18"
5886:368:4:"2000-05-05 03:25:25"
4892:1097:3:"2000-07-04 20:49:21"
5747:3608:2:"2000-05-15 03:21:30"
3476:3024:1:"2000-09-14 18:47:54"
5483:2294:5:"2000-06-01 21:57:13"
3526:371:3:"2000-08-22 02:34:19"
536:1282:4:"2000-12-06 22:31:47"
1322:2729:3:"2000-11-21 07:24:26"
1937:2915:2:"2000-11-22 00:28:04"
3125:110:5:"2000-09-18 21:24:46"
2410:21:2:"2000-11-15 02:31:50"
5065:3399:4:"2000-07-01 21:28:56"
2271:514:3:"2001-11-30 23:25:00"
195:1848:4:"2000-12-27 05:11:36"
3855:227:4:"2000-08-10 04:05:29"
4425:281:2:"2000-08-01 07:09:26"
5172:2011:3:"2003-02-02 03:20:56"
5956:608:3:"2000-05-11 06:16:09"
2996:2321:2:"2000-10-28 04:59:44"
3271:2527:4:"2000-09-06 02:29:35"
1721:2082:1:"2000-11-20 08:51:51"
3377:2917:3:"2000-08-30 00:23:01"
1669:2541:3:"2000-11-20 09:35:33"
533:2948:4:"2000-12-08 00:04:54"
3471:1271:4:"2000-11-02 06:11:08"
948:512:4:"2000-11-25 15:07:27"
6022:2115:5:"2000-04-26 15:37:12"
952:356:4:"2000-11-25 08:35:03"
1680:3471:5:"2000-11-20 10:18:41"
3874:1320:1:"2000-08-09 18:52:35"
4773:161:4:"2000-07-08 16:44:39"
4592:1037:3:"2000-07-22 23:19:16"
1698:2068:4:"2000-12-03 21:49:30"
1202:2997:3:"2000-11-22 02:37:20"
2946:1272:3:"2000-10-11 16:32:05"
2072:3206:2:"2000-11-19 20:33:10"
661:110:5:"2000-12-01 15:44:51"
3963:648:2:"2002-04-13 06:35:44"
3690:1488:4:"2000-08-15 04:53:15"
1822:2058:4:"2000-11-20 06:37:55"
4150:2145:2:"2000-08-04 02:34:37"
5015:2070:4:"2000-07-03 02:38:51"
342:1265:4:"2000-12-09 06:17:14"
424:2851:3:"2002-03-21 15:53:04"
5788:2355:5:"2000-08-13 23:58:51"
4637:2335:2:"2000-07-19 21:06:34"
5686:3545:2:"2000-05-19 00:45:11"
5182:2471:3:"2000-06-23 21:41:55"
5824:1373:3:"2000-05-09 20:51:44"
2288:833:1:"2000-11-18 05:21:36"
5915:150:4:"2000-05-03 08:02:56"
3322:3259:5:"2000-09-02 19:27:11"
1059:2018:4:"2000-11-23 09:40:59"
5792:1721:3:"2001-09-20 20:11:26"
5556:912:3:"2000-05-27 18:08:29"
1971:318:5:"2000-11-20 02:53:35"
5186:2375:3:"2000-06-23 04:25:00"
5260:2076:1:"2000-06-17 02:21:34"
1150:202:2:"2000-11-22 07:46:01"
3808:1479:3:"2000-08-11 06:56:11"
5570:902:3:"2000-05-31 13:17:41"
3562:3727:4:"2000-08-20 18:01:28"
4789:2919:4:"2000-07-07 23:53:20"
3807:1967:3:"2000-08-11 05:47:46"
2164:3360:5:"2000-11-19 07:53:57"
3998:512:1:"2000-08-06 18:17:02"
2510:1291:5:"2000-11-13 00:57:32"
4202:2987:5:"2000-08-03 18:46:03"
5482:2165:4:"2000-06-01 16:04:17"
1370:2761:4:"2000-11-21 01:59:06"
5153:1094:2:"2000-06-26 00:08:36"
377:3114:4:"2000-12-08 20:14:16"
1587:2405:2:"2000-11-20 17:03:24"
4404:880:1:"2000-08-01 21:45:09"
215:2115:5:"2000-12-15 18:01:29"
6003:1408:4:"2000-04-29 05:38:09"
1182:2699:3:"2000-11-22 19:36:13"
4161:2727:3:"2000-08-03 23:58:33"
4439:2700:4:"2000-08-01 04:19:04"
3403:2273:4:"2000-08-28 04:30:13"
3589:589:5:"2000-08-19 05:07:27"
1465:2716:3:"2000-11-21 00:42:56"
5132:541:5:"2002-11-02 21:50:11"
4447:1983:1:"2000-08-03 00:43:25"
4408:3260:4:"2000-08-01 21:27:10"
1342:1968:4:"2000-11-21 03:26:15"
2503:2383:3:"2000-11-13 04:33:30"
1613:454:4:"2000-11-20 16:06:57"
1897:461:3:"2000-11-21 03:18:54"
5862:2968:3:"2000-05-07 05:35:10"
634:239:3:"2000-12-02 22:22:57"
2938:1996:3:"2000-10-13 17:15:10"
5312:2681:5:"2002-11-10 04:17:43"
2378:419:3:"2000-11-16 00:37:30"
4411:3033:4:"2000-10-01 04:27:54"
2157:2125:4:"2000-11-19 09:09:17"
5497:3481:5:"2000-05-31 22:39:01"
2909:355:3:"2000-10-19 18:52:47"
1880:1028:4:"2000-11-28 05:10:42"
5699:2359:1:"2000-05-18 04:48:13"
229:62:5:"2002-12-10 08:31:32"
5775:100:4:"2000-05-12 23:40:36"
2962:2002:4:"2000-12-18 20:51:46"
5662:2542:5:"2000-05-20 00:56:21"
3248:2997:4:"2000-09-07 07:10:42"
5868:3148:5:"2000-05-06 02:43:12"
6002:2023:2:"2000-04-27 03:57:15"
727:2702:2:"2001-01-14 08:44:21"
3274:260:5:"2001-01-17 22:33:57"
4780:3706:3:"2000-07-08 03:45:03"
4748:218:4:"2000-07-11 00:47:34"
3778:592:3:"2000-08-12 00:47:32"
4537:2423:4:"2000-07-27 17:50:12"
2205:1674:3:"2000-11-19 04:17:35"
720:1240:4:"2000-11-29 20:51:12"
2507:2735:2:"2000-11-13 02:26:39"
5978:858:3:"2000-04-28 23:54:26"
5738:356:4:"2000-05-15 21:21:08"
1244:315:1:"2000-11-27 16:59:09"
3724:1391:1:"2000-08-14 05:03:04"
4543:412:3:"2000-08-11 23:50:42"
3842:2188:3:"2000-09-03 14:26:00"
2901:50:5:"2000-10-18 17:27:22"
4555:3147:5:"2000-07-25 19:51:42"
4387:663:2:"2000-08-05 02:24:21"
4460:3408:3:"2000-07-31 21:44:56"
5090:3114:5:"2000-06-30 20:40:54"
999:3107:4:"2000-11-27 23:21:14"
1425:3626:4:"2001-11-24 17:51:07"
5723:3897:4:"2001-12-07 06:06:45"
3391:11:5:"2000-08-30 17:50:30"
4085:2710:4:"2000-10-28 05:02:10"
4610:1580:4:"2001-03-17 21:07:22"
1120:1030:2:"2000-11-22 17:56:22"
1545:1965:3:"2000-11-20 19:36:48"
3358:1479:3:"2000-08-31 06:38:31"
3476:590:3:"2000-09-13 02:46:53"
5468:1050:4:"2000-06-02 00:59:16"
2713:3897:1:"2000-11-03 22:25:59"
2059:2377:4:"2000-11-20 21:58:53"
4296:2710:3:"2000-08-03 04:37:20"
5794:3349:2:"2000-05-11 20:44:21"
2754:799:4:"2000-11-02 21:10:40"
4353:3578:5:"2000-08-02 06:54:13"
4227:1208:4:"2000-08-03 17:27:08"
5482:1840:4:"2000-06-01 16:00:38"
3406:104:4:"2000-08-28 03:03:45"
566:3623:1:"2000-12-07 18:38:02"
438:1831:2:"2000-12-08 05:02:52"
4647:1211:3:"2000-07-19 03:00:11"
2230:272:2:"2000-11-19 02:50:02"
3110:2:1:"2000-09-20 23:56:51"
5408:899:5:"2000-06-06 01:06:44"
1180:1250:5:"2000-11-22 02:21:42"
4099:1354:1:"2000-08-04 20:57:44"
1146:2917:4:"2000-11-23 01:08:31"
3729:3259:5:"2000-08-14 03:32:22"
1700:2804:5:"2000-11-20 09:19:31"
4510:2468:2:"2000-07-30 22:44:21"
843:2470:4:"2000-11-27 21:26:36"
604:1882:2:"2000-12-03 20:27:45"
4277:3608:4:"2001-03-04 10:09:38"
284:924:5:"2000-12-12 00:23:08"
3792:527:5:"2000-08-11 20:25:47"
2496:1252:3:"2000-11-13 06:22:43"
2968:2085:5:"2000-10-09 18:28:08"
2858:2671:5:"2000-11-14 03:16:46"
4784:3516:4:"2000-07-10 20:19:45"
1181:2259:2:"2000-12-07 00:35:45"
5519:1030:3:"2000-06-08 04:31:24"
3675:1614:4:"2000-08-15 20:20:10"
149:3697:3:"2000-12-30 16:30:06"
117:2141:4:"2000-12-22 17:21:42"
4310:547:4:"2000-08-11 22:54:49"
1779:3578:2:"2000-12-17 06:51:29"
2820:1573:2:"2000-10-27 18:13:17"
426:2762:4:"2000-12-08 14:07:38"
3590:1343:3:"2000-08-19 04:46:39"
1861:1923:4:"2000-11-20 05:57:46"
2318:2858:5:"2000-11-17 17:13:32"
4889:1396:5:"2000-07-04 21:01:20"
2279:2728:5:"2000-11-18 16:04:08"
4169:307:4:"2000-10-15 05:58:16"
3272:1518:4:"2000-10-11 08:57:08"
3155:364:4:"2000-09-14 03:52:51"
5888:3113:1:"2000-05-05 00:20:08"
138:1210:5:"2000-12-21 02:26:25"
3993:3072:2:"2000-08-06 22:56:26"
151:39:4:"2001-01-05 09:04:25"
5517:2647:3:"2000-05-30 17:31:26"
3836:3178:5:"2000-08-10 18:25:07"
2878:898:4:"2000-10-24 06:45:58"
2398:1366:4:"2000-11-15 09:59:44"
1592:2150:5:"2000-11-20 17:37:07"
3345:3363:4:"2000-09-01 04:32:34"
5778:2529:4:"2000-05-12 20:59:35"
5709:2944:5:"2000-06-23 05:03:56"
5333:2629:4:"2000-06-13 06:20:18"
1988:3504:4:"2000-11-25 03:17:57"
5457:1784:1:"2000-06-02 04:51:26"
1241:34:4:"2000-11-21 19:53:35"
1935:3287:2:"2000-11-22 05:58:28"
647:1372:2:"2000-12-02 01:03:59"
4995:1704:3:"2000-07-03 04:48:32"
2831:318:5:"2000-10-27 03:47:30"
372:2006:3:"2000-12-20 17:45:53"
4979:2301:4:"2001-03-14 05:57:32"
1769:2395:4:"2000-11-20 07:29:11"
4948:2463:4:"2000-07-03 19:27:29"
4486:2023:1:"2000-07-31 05:11:55"
4217:231:5:"2000-08-03 17:38:27"
1749:2969:5:"2000-11-20 21:51:37"
338:1931:4:"2001-04-25 05:14:42"
2162:1544:3:"2000-11-19 07:41:54"
3766:3247:3:"2000-08-12 13:58:31"
520:50:5:"2000-12-07 17:22:28"
5825:1148:5:"2000-07-01 22:59:23"
1101:2926:3:"2002-12-02 17:24:30"
3626:288:1:"2000-08-18 16:29:59"
4582:4:4:"2000-07-23 17:55:57"
3934:1593:2:"2000-08-08 06:13:22"
3600:2324:1:"2000-08-18 19:21:01"
864:3668:4:"2000-12-19 00:17:47"
3976:1179:4:"2000-08-07 14:40:48"
1877:3902:2:"2000-12-21 21:38:49"
1955:2770:4:"2000-11-20 03:42:46"
2063:2451:3:"2000-12-02 09:11:39"
2986:2735:3:"2000-10-18 07:27:51"
752:2502:4:"2000-11-29 03:24:58"
1897:389:4:"2001-11-24 22:31:38"
682:318:5:"2000-11-30 17:29:21"
3610:153:3:"2000-08-18 17:04:42"
889:2168:2:"2000-11-26 17:00:24"
62:1259:4:"2000-12-27 10:15:33"
4169:80:3:"2000-11-04 04:49:05"
4238:2055:2:"2000-08-04 21:31:10"
2282:2916:5:"2001-01-02 01:19:30"
2036:1580:3:"2000-11-19 22:14:02"
5880:3543:3:"2000-05-05 18:42:56"
5185:784:3:"2000-07-12 13:51:54"
5888:1016:3:"2000-05-08 16:08:49"
3829:2836:2:"2000-08-10 22:30:10"
5889:2336:4:"2000-05-15 22:43:40"
922:3864:3:"2000-11-26 02:13:21"
4022:2688:3:"2000-08-06 01:55:37"
3884:2512:4:"2000-08-09 12:00:21"
678:1285:5:"2001-01-05 15:00:53"
5536:3071:3:"2000-06-01 01:29:49"
235:780:3:"2002-04-10 06:09:51"
1268:2858:4:"2000-12-03 00:11:22"
3018:3527:4:"2000-10-02 23:26:39"
5982:780:5:"2000-04-28 16:01:56"
2242:2011:5:"2000-11-19 03:55:55"
3029:1197:5:"2000-10-01 04:20:23"
1322:1416:5:"2000-11-21 05:12:26"
316:2916:4:"2000-12-10 17:31:13"
2728:3834:3:"2000-11-03 16:15:16"
1564:1912:4:"2000-11-20 18:05:50"
817:1215:4:"2000-11-28 05:47:14"
3685:1909:4:"2000-08-21 16:04:12"
5501:342:4:"2000-05-31 20:42:03"
4312:969:4:"2001-09-25 23:48:08"
438:3798:4:"2000-12-08 08:07:40"
678:141:5:"2001-05-07 14:37:17"
178:2472:3:"2000-12-18 03:50:14"
5205:2167:3:"2000-06-22 04:11:23"
3453:785:3:"2000-10-12 06:28:20"
1572:2490:3:"2000-11-20 17:34:35"
1551:2109:4:"2001-08-24 00:34:49"
1338:1047:3:"2000-11-21 04:40:35"
4407:21:2:"2000-08-01 20:53:03"
4928:1532:3:"2000-07-04 02:32:57"
3683:2348:2:"2000-08-15 18:15:36"
2607:457:3:"2000-11-09 01:10:29"
2153:541:4:"2000-11-19 09:38:14"
5115:1266:5:"2000-06-29 21:58:09"
1239:52:3:"2000-11-21 19:57:08"
5270:1965:4:"2000-06-16 18:59:57"
3836:3703:2:"2000-08-10 19:01:48"
922:161:4:"2000-11-26 05:37:42"
5329:2028:4:"2000-06-12 21:36:17"
4126:1196:5:"2000-11-07 05:14:05"
2203:3144:4:"2000-11-19 06:04:45"
4732:527:5:"2000-07-15 07:08:11"
2383:2427:1:"2000-11-15 22:21:59"
631:1321:5:"2000-12-02 19:20:52"
1328:2990:3:"2000-11-23 16:58:54"
308:52:4:"2001-07-22 22:52:34"
377:1198:4:"2000-12-08 20:04:25"
5184:52:5:"2000-06-23 06:41:10"
5140:2243:2:"2000-07-29 15:43:15"
4884:151:3:"2000-07-04 23:14:51"
5302:1043:2:"2002-10-11 18:14:53"
5717:1333:4:"2000-05-19 15:52:18"
3096:3699:5:"2000-09-22 19:12:22"
2793:1013:4:"2000-10-30 20:48:45"
1088:3095:5:"2001-10-30 02:44:22"
3082:1358:5:"2000-09-24 18:40:56"
5164:1936:3:"2000-06-25 05:19:50"
5488:2565:4:"2001-12-02 00:17:58"
2747:1:4:"2000-11-03 01:23:55"
2496:2524:3:"2000-11-17 05:09:59"
402:1614:3:"2000-12-08 18:29:51"
3590:965:3:"2001-03-31 00:42:27"
3942:2791:3:"2000-08-08 02:04:32"
1015:335:2:"2000-11-24 04:33:41"
3727:3448:3:"2000-08-14 05:38:44"
3208:3252:4:"2000-09-10 05:14:48"
2024:3946:3:"2000-11-19 23:08:20"
2720:1242:5:"2000-11-03 21:33:35"
54:3422:3:"2000-12-27 20:21:29"
5845:2599:5:"2000-05-08 17:11:51"
1780:898:3:"2001-03-24 08:21:53"
4345:262:4:"2000-08-14 17:53:37"
2304:1130:3:"2000-11-20 19:12:43"
2669:3203:3:"2000-11-05 18:01:26"
696:1208:4:"2000-11-30 06:16:32"
3424:2916:4:"2000-08-27 08:45:56"
139:2872:5:"2000-12-21 02:00:11"
1058:3317:5:"2000-11-23 06:51:11"
1173:3717:3:"2000-11-22 03:25:25"
5443:2613:4:"2000-06-02 23:13:30"
4457:260:4:"2000-07-31 22:24:28"
890:1866:5:"2001-08-14 06:14:53"
224:955:3:"2000-12-14 23:12:33"
802:543:4:"2000-11-28 08:49:08"
1465:2985:3:"2000-11-21 00:52:45"
5954:216:1:"2000-05-07 01:03:41"
5441:1476:4:"2000-06-03 01:46:37"
3561:1689:4:"2000-08-23 21:49:06"
1698:1719:5:"2000-12-03 21:34:09"
1120:597:4:"2000-11-22 18:12:42"
350:2359:4:"2000-12-09 02:51:12"
1097:3301:4:"2000-11-22 21:53:40"
1845:3477:3:"2000-11-20 09:20:28"
4302:2916:4:"2000-08-03 03:56:26"
1124:1270:5:"2000-12-01 22:25:55"
1805:2858:5:"2000-11-20 23:23:12"
3829:1721:4:"2000-08-10 22:10:12"
5271:541:5:"2000-06-16 08:35:31"
1958:3698:3:"2000-11-23 13:55:42"
4021:3654:5:"2000-08-06 02:24:11"
3751:1267:5:"2000-08-13 03:32:14"
673:3914:3:"2000-11-30 22:13:56"
1410:2513:4:"2000-11-21 00:32:30"
631:1222:3:"2000-12-02 19:06:02"
5121:569:3:"2000-06-29 02:39:34"
302:2273:4:"2000-12-11 04:39:57"
1202:2289:4:"2000-11-22 02:37:01"
3253:28:4:"2000-09-18 02:30:38"
949:2467:4:"2000-11-25 09:04:01"
1641:519:1:"2000-11-20 10:57:18"
1408:2353:3:"2000-11-21 00:25:21"
1297:3911:5:"2000-11-21 07:05:15"
4452:2889:2:"2000-08-01 02:22:49"
62:1226:2:"2000-12-28 03:24:57"
123:1290:3:"2000-12-23 01:16:34"
4089:2149:1:"2000-08-06 06:53:53"
2934:3020:3:"2000-10-14 04:01:33"
1168:39:4:"2000-11-22 03:44:10"
1887:1954:2:"2000-11-20 05:48:36"
1587:1517:4:"2000-11-20 18:15:53"
4933:1373:1:"2000-07-03 21:13:02"
4655:3099:3:"2000-07-18 08:48:04"
5876:260:4:"2000-05-05 20:47:10"
919:3108:4:"2000-11-26 02:52:46"
2090:1590:2:"2000-11-21 01:10:42"
5458:2842:4:"2002-03-18 21:08:56"
3292:1541:5:"2000-09-04 16:58:45"
533:2240:2:"2000-12-07 18:06:28"
3336:436:1:"2000-09-03 08:50:14"
4064:2311:3:"2000-08-05 14:29:38"
1635:3040:4:"2000-12-18 05:19:25"
131:1449:4:"2000-12-21 21:35:38"
4150:110:4:"2000-08-04 00:16:09"
5404:1552:3:"2000-06-06 04:09:04"
4117:2231:5:"2000-08-07 06:37:35"
4796:3457:1:"2000-07-07 18:02:26"
1116:1966:4:"2000-11-22 18:30:04"
517:912:5:"2000-12-07 16:42:54"
4064:2103:2:"2000-08-05 15:11:48"
2157:1278:5:"2000-11-19 08:48:31"
2968:2011:3:"2000-10-09 18:44:48"
485:1278:5:"2000-12-07 20:00:55"
3780:327:4:"2000-08-12 00:17:53"
2778:1191:4:"2000-11-12 01:27:21"
757:1271:3:"2000-11-29 01:32:47"
295:2396:4:"2000-12-11 10:27:47"
3410:2527:4:"2000-08-28 01:30:36"
1465:3639:4:"2000-11-21 01:19:21"
1883:605:2:"2000-11-22 08:04:40"
5972:3214:3:"2000-05-30 22:08:41"
1891:380:2:"2000-11-20 05:27:21"
4133:2710:1:"2000-08-04 02:53:15"
3983:3476:3:"2000-08-09 16:44:43"
2102:613:2:"2000-11-19 18:45:53"
5726:1250:5:"2000-05-16 18:28:06"
32:3072:5:"2000-12-29 20:38:03"
3575:3841:3:"2000-08-19 23:16:00"
889:1292:3:"2000-11-26 15:48:15"
1631:2408:3:"2000-11-20 13:43:54"
5912:2571:5:"2000-05-03 15:42:45"
2223:423:2:"2000-11-26 19:30:30"
1062:2245:4:"2000-11-24 10:09:42"
4950:39:4:"2000-07-07 07:05:53"
1555:1198:5:"2000-11-20 18:22:38"
2000:1688:5:"2001-03-06 02:42:08"
3320:3261:1:"2000-09-09 20:34:47"
2063:1918:3:"2000-11-27 22:54:53"
3574:1224:5:"2000-08-20 02:32:15"
1701:1242:5:"2001-12-30 08:24:39"
4908:3471:4:"2000-07-04 06:20:10"
3610:3916:4:"2000-11-21 17:06:14"
1626:1466:4:"2000-11-20 13:28:48"
148:1944:3:"2000-12-20 18:52:23"
5394:3672:2:"2000-06-14 21:40:48"
1369:2046:2:"2000-11-21 02:04:02"
17:3457:3:"2000-12-30 07:47:25"
5091:1952:2:"2000-07-15 17:35:44"
3313:471:4:"2000-09-08 04:51:49"
3509:1408:3:"2000-08-28 18:07:25"
528:1357:3:"2001-01-21 01:49:18"
1425:531:5:"2000-12-02 20:21:05"
281:454:1:"2000-12-11 22:58:19"
1924:802:3:"2000-11-20 05:36:38"
638:1079:4:"2000-12-02 05:33:46"
4984:475:4:"2000-07-03 05:37:43"
2248:3157:4:"2000-11-19 02:10:16"
4979:1951:1:"2000-07-03 07:09:15"
4384:780:3:"2000-08-04 06:34:23"
4507:2414:3:"2000-07-30 20:41:53"
733:36:4:"2000-11-29 08:08:42"
549:3591:4:"2000-12-06 17:00:51"
224:2443:5:"2000-12-14 23:45:13"
54:1269:4:"2000-12-27 20:13:42"
1611:2141:4:"2001-03-21 04:53:38"
2409:3317:2:"2001-05-19 01:29:16"
5046:3114:5:"2000-07-02 04:08:42"
2383:2470:4:"2000-11-15 22:48:25"
5843:1377:1:"2000-05-08 20:04:57"
2934:1958:3:"2000-10-14 05:04:57"
5874:1580:4:"2000-05-05 23:31:34"
717:1580:4:"2000-11-29 21:27:49"
3462:1923:5:"2000-08-25 06:03:47"
271:153:2:"2000-12-13 04:32:47"
3285:3873:4:"2000-09-05 02:52:55"
3518:2640:4:"2000-09-18 17:54:23"
4411:908:5:"2000-09-19 20:37:34"
282:1625:4:"2000-12-11 22:50:47"
739:1270:5:"2000-11-29 06:38:08"
22:2791:4:"2000-12-30 06:09:32"
3340:296:4:"2000-09-02 00:04:46"
2242:2657:1:"2000-11-19 02:02:02"
3320:2402:3:"2000-09-17 20:55:39"
5653:3783:4:"2000-08-23 15:33:51"
44:912:3:"2001-10-30 04:18:20"
3308:61:2:"2000-09-03 18:21:12"
1741:786:3:"2000-11-20 09:50:29"
3982:1393:4:"2000-08-07 07:08:04"
1877:3302:5:"2000-12-21 21:54:57"
4633:1806:5:"2000-07-19 22:09:51"
1667:1488:3:"2000-11-20 10:01:45"
3957:2110:1:"2000-08-07 21:02:50"
5399:1372:4:"2000-06-06 14:06:56"
2595:2335:3:"2000-11-10 04:12:03"
2681:2000:4:"2000-11-05 03:18:42"
3138:2460:1:"2000-09-15 21:58:40"
4728:1372:3:"2002-09-16 02:17:51"
3761:1952:4:"2000-08-12 17:15:33"
2063:1923:4:"2000-11-19 19:51:08"
5627:1272:4:"2000-05-23 03:10:09"
5992:1198:4:"2000-04-27 21:51:46"
3625:3254:3:"2000-08-18 03:50:30"
2439:3926:2:"2000-11-14 19:17:32"
5602:110:4:"2000-06-01 01:44:00"
4650:3784:4:"2000-07-19 01:19:35"
5018:3649:3:"2000-07-03 01:56:20"
1709:3399:4:"2000-11-20 09:59:10"
3909:2431:1:"2000-08-08 19:45:55"
5434:471:4:"2000-06-03 16:50:03"
5434:1729:5:"2000-06-03 16:40:45"
3539:3007:3:"2000-08-21 20:10:58"
2349:899:4:"2000-11-21 20:03:56"
5795:733:4:"2000-05-12 17:09:50"
4704:1839:1:"2000-07-14 02:32:51"
3975:1240:5:"2000-08-07 17:57:07"
1279:619:2:"2000-11-22 02:48:15"
438:2048:3:"2001-02-08 04:00:18"
1698:2557:4:"2000-12-03 21:56:49"
